Using January 2024 Universe,


Cusip,ISIN,Description,Ticker,Coupon,Maturity,Composite Rating,Currency,Country,Sector Level 1,Sector Level 2,Sector Level 3,Sector Level 4,Type,Face Value,Price,Accrued Interest,% Weight,Cash,Duration To Worst,Yield to Worst,Effective Duration,Effective Yield,OAS vs Govt,Prior Month-End Price,Prior Month-End Accrued Interest,Prior Month-End % Weight,Prior Month-End Duration To Worst,Prior Month-End Yield To Worst,Prior Month-End Effective Duration,Prior Month-End Effective Yield,Prior Month-End OAS vs Govt,TRR % MTD LOC,Excess Rtn % MTD,Asset Swap Spread,Prior Month-End Asset Swap Spread,OAS vs Swap ,Prior Month-End OAS vs Swap,
'AL321615',XS1529684695,Gas Networks Ireland,BOGAEI,1.375,12/5/2026,A2,EUR,IE,Corporate,Utility,Utility,Non-Electric Utilities,SENR,500.0,95.023000,0.116462,0.01648,0.000000,2.785,3.189,2.787,3.152,93,95.358,0.101,0.01642,2.799,3.057,2.795,3.019,90,-0.335,-0.063,48,44,50,46,
'7X7MELXX',XS2539425095,Bank Of Valletta,BOVMV,10.000,12/6/2026,BBB3,EUR,MT,Corporate,Financial,Banking,Banking,SNPR,350.0,108.591800,0.819672,0.01327,0.000000,2.500,7.527,2.571,6.669,428,108.595,0.710,0.01316,2.510,7.532,2.581,6.677,440,0.097,0.343,418,428,387,397,
'AQ869160',FR0013312501,BPCE SA,BPCEGP,1.625,1/31/2028,A3,EUR,FR,Corporate,Financial,Banking,Banking,SNPR,750.0,92.547040,1.509247,0.02444,0.000000,3.768,3.627,3.813,3.594,154,93.478,1.491,0.02450,3.790,3.361,3.830,3.333,138,-0.962,-0.576,102,85,107,89,
'AR713824',FR0013323664,BPCE SA,BPCEGP,1.375,3/23/2026,A3,EUR,FR,Corporate,Financial,Banking,Banking,SNPR,750.0,95.414800,1.081967,0.02508,0.000000,2.096,3.564,2.123,3.533,118,95.916,1.067,0.02502,2.112,3.308,2.136,3.281,103,-0.502,-0.303,71,56,74,58,
'AX890179',FR0013412343,BPCE SA,BPCEGP,1.000,4/1/2025,A3,EUR,FR,Corporate,Financial,Banking,Banking,SNPR,1050.0,96.631000,0.762295,0.03543,0.000000,1.182,3.836,1.202,3.800,92,96.869,0.751,0.03526,1.195,3.606,1.214,3.575,80,-0.233,-0.167,49,35,53,38,
'BH990232',FR0013509726,BPCE SA,BPCEGP,0.625,4/28/2025,A1,EUR,FR,Corporate,Financial,Banking,Banking,SENR,1500.0,96.078400,0.430328,0.05016,0.000000,1.258,3.743,1.278,3.708,88,96.271,0.423,0.04989,1.271,3.560,1.290,3.529,81,-0.192,-0.116,45,36,49,39,
'BN335068',FR0014001G29,BPCE SA,BPCEGP,0.010,1/14/2027,A1,EUR,FR,Corporate,Financial,Banking,Banking,SENR,750.0,90.594200,0.009753,0.02354,0.000000,2.927,3.330,2.961,3.303,109,91.089,0.010,0.02350,2.943,3.133,2.975,3.109,100,-0.543,-0.251,64,54,68,58,
'BN335069',FR0014001G37,BPCE SA,BPCEGP,0.250,1/14/2031,A1,EUR,FR,Corporate,Financial,Banking,Banking,SENR,1250.0,79.452600,0.243836,0.03452,0.000000,6.701,3.614,6.791,3.582,161,80.419,0.241,0.03468,6.724,3.430,6.810,3.401,152,-1.195,-0.547,96,86,110,98,
'BO199433',FR00140027U2,BPCE SA,BPCEGP,0.750,3/3/2031,A3,EUR,FR,Corporate,Financial,Banking,Banking,SNPR,1000.0,81.374600,0.631147,0.02841,0.000000,6.670,3.766,6.766,3.732,175,82.957,0.623,0.02875,6.703,3.476,6.791,3.447,156,-1.883,-1.241,111,92,125,102,
'EK364608',FR0011952647,BPCE SA,BPCEGP,0.000,6/25/2026,BBB2,EUR,FR,Corporate,Financial,Banking,Banking,T2,525.0,141.867200,0.000000,0.02581,0.000000,2.374,4.147,2.407,4.105,185,141.955,0.000,0.02564,2.385,4.102,2.418,4.061,191,-0.062,0.169,202,210,139,144,
'JK788891',FR0013155009,BPCE SA,BPCEGP,2.875,4/22/2026,BBB2,EUR,FR,Corporate,Financial,Banking,Banking,T2,750.0,98.464550,2.026639,0.02611,0.000000,2.135,3.579,2.162,3.547,122,98.857,1.995,0.02602,2.149,3.394,2.175,3.366,114,-0.358,-0.156,76,67,77,68,
'QZ645961',FR0013204468,BPCE SA,BPCEGP,1.000,10/5/2028,A1,EUR,FR,Corporate,Financial,Banking,Banking,SENR,1000.0,90.494000,0.251366,0.03144,0.000000,4.501,3.188,4.545,3.163,117,91.345,0.240,0.03150,4.521,2.976,4.561,2.955,106,-0.918,-0.451,63,51,67,54,
'ZO415275',FR0013534674,BPCE SA,BPCEGP,0.500,9/15/2026,A3,EUR,FR,Corporate,Financial,Banking,Banking,SNPR,1250.0,91.641200,0.153005,0.03976,0.000000,2.580,4.119,2.614,4.085,150,92.211,0.148,0.03971,2.597,3.928,2.628,3.879,138,-0.611,-0.357,100,88,105,92,
'ZP318756',FR0013476199,BPCE SA,BPCEGP,0.250,1/15/2026,A1,EUR,FR,Corporate,Financial,Banking,Banking,SENR,1500.0,93.610000,0.243151,0.04878,0.000000,1.950,3.573,1.978,3.542,111,93.969,0.240,0.04861,1.964,3.361,1.990,3.333,100,-0.378,-0.195,65,54,68,57,
'ZP318759',FR0013476207,BPCE SA,BPCEGP,0.625,1/15/2030,A1,EUR,FR,Corporate,Financial,Banking,Banking,SENR,750.0,84.639000,0.607877,0.02215,0.000000,5.683,3.495,5.750,3.465,151,85.589,0.601,0.02224,5.706,3.296,5.768,3.269,141,-1.094,-0.523,89,78,99,86,
'ZQ168136',FR0013455540,BPCE SA,BPCEGP,0.500,2/24/2027,A3,EUR,FR,Corporate,Financial,Banking,Banking,SNPR,1000.0,90.877400,0.431507,0.03164,0.000000,2.996,3.629,3.036,3.596,141,91.528,0.426,0.03163,3.014,3.382,3.050,3.354,127,-0.702,-0.401,93,79,99,84,
'EK804711',FR0012633345,BPCE SA,BPCEGP,2.250,3/12/2025,BBB2,EUR,FR,Corporate,Financial,Banking,Banking,T2,375.0,97.893540,1.838115,0.01296,0.000000,1.118,4.093,1.135,4.052,114,98.060,1.814,0.01288,1.130,3.928,1.147,3.890,108,-0.142,-0.085,72,63,75,66,
'73F7LUXX',FR0014007LM1,BPCE SA,BPCEGP,1.000,1/14/2032,A3,EUR,FR,Corporate,Financial,Banking,Banking,SNPR,1000.0,80.717200,0.975343,0.02831,0.000000,7.339,3.837,7.462,3.801,178,82.419,0.964,0.02868,7.375,3.553,7.491,3.522,159,-2.027,-1.345,115,97,130,108,
'73FGX1XX',FR0014007LL3,BPCE SA,BPCEGP,0.500,1/14/2027,A3,EUR,FR,Corporate,Financial,Banking,Banking,SNPR,750.0,90.428800,0.487671,0.02363,0.000000,2.880,3.917,2.918,4.054,156,91.251,0.482,0.02366,2.900,3.593,2.934,3.799,139,-0.890,-0.603,103,87,109,92,
'74T8HRXX',FR0014007VJ6,BPCE SA,BPCEGP,1.750,2/2/2029,BBB2,EUR,FR,Corporate,Financial,Banking,Banking,T2,1000.0,87.060000,1.615753,0.03072,0.000000,4.583,4.348,4.664,4.287,219,87.973,1.597,0.03081,4.606,4.241,4.683,4.116,213,-0.998,-0.519,169,160,177,166,
'74T7G6XX',FR0014007VF4,BPCE SA,BPCEGP,0.375,2/2/2026,A1,EUR,FR,Corporate,Financial,Banking,Banking,SENR,1000.0,93.886000,0.346233,0.03265,0.000000,1.996,3.477,2.023,3.448,103,94.224,0.342,0.03253,2.010,3.282,2.035,3.256,95,-0.353,-0.165,58,49,61,51,
'78PA6WXX',FR0014008PK4,BPCE SA,BPCEGP,1.625,3/2/2028,A3,EUR,FR,Corporate,Financial,Banking,Banking,SNPR,750.0,91.170000,1.371926,0.02405,0.000000,3.838,4.166,3.885,4.129,184,92.335,1.354,0.02417,3.863,3.892,3.905,3.841,164,-1.224,-0.830,127,108,134,112,
'78PBJGXX',FR0014008PC1,BPCE SA,BPCEGP,2.250,3/2/2027,BBB2,EUR,FR,Corporate,Financial,Banking,Banking,T2,500.0,92.960000,1.899590,0.01643,0.000000,2.886,4.379,2.933,4.279,218,93.586,1.875,0.01642,2.904,4.300,2.948,4.103,211,-0.630,-0.336,170,162,173,164,
'7G1T14XX',FR0014009YC1,BPCE SA,BPCEGP,2.375,4/26/2032,A1,EUR,FR,Corporate,Financial,Banking,Banking,SENR,500.0,91.702200,1.648224,0.01617,0.000000,7.213,3.545,7.329,3.514,147,92.892,1.622,0.01625,7.243,3.368,7.356,3.340,139,-1.232,-0.569,96,85,101,89,
'7FWKJWXX',FR0014009YD9,BPCE SA,BPCEGP,1.750,4/26/2027,A1,EUR,FR,Corporate,Financial,Banking,Banking,SENR,1000.0,95.073800,1.214481,0.03336,0.000000,3.097,3.347,3.131,3.319,116,95.654,1.195,0.03331,3.114,3.149,3.145,3.124,106,-0.579,-0.269,70,60,73,62,
'837UC1XX',FR001400E797,BPCE SA,BPCEGP,4.000,11/29/2032,A1,EUR,FR,Corporate,Financial,Banking,Banking,SENR,1500.0,103.058000,0.404372,0.05377,0.000000,7.389,3.592,7.520,3.560,149,104.432,0.361,0.05407,7.421,3.414,7.550,3.385,140,-1.269,-0.604,106,95,104,92,
'87I4LFXX',FR001400F075,BPCE SA,BPCEGP,4.375,7/13/2028,A3,EUR,FR,Corporate,Financial,Banking,Banking,SNPR,1000.0,101.986800,2.103825,0.03606,0.000000,3.968,3.882,4.023,3.845,182,103.362,2.056,0.03626,3.994,3.554,4.043,3.523,160,-1.260,-0.852,134,111,133,108,
'87IOGRXX',FR001400F083,BPCE SA,BPCEGP,4.500,1/13/2033,A3,EUR,FR,Corporate,Financial,Banking,Banking,SNPR,1250.0,102.652000,4.401370,0.04637,0.000000,7.028,4.141,7.174,4.099,202,105.083,4.352,0.04705,7.084,3.824,7.223,3.788,180,-2.177,-1.544,160,136,158,132,
'88TN8TXX',FR001400FB22,BPCE SA,BPCEGP,5.125,1/25/2030,BBB2,EUR,FR,Corporate,Financial,Banking,Banking,T2,1500.0,101.559200,4.844178,0.05530,0.000000,4.885,4.820,4.997,4.709,258,102.819,4.788,0.05552,4.914,4.580,5.020,4.508,248,-1.119,-0.627,219,206,214,200,
'88TN8RXX',FR001400FB06,BPCE SA,BPCEGP,3.500,1/25/2028,A1,EUR,FR,Corporate,Financial,Banking,Banking,SENR,1250.0,100.323000,3.308219,0.04488,0.000000,3.606,3.413,3.646,3.384,132,101.065,3.270,0.04486,3.625,3.215,3.662,3.190,123,-0.675,-0.308,85,74,85,74,
'8CSNQFXX',FR001400G6Y4,BPCE SA,BPCEGP,4.625,3/2/2029,A3,EUR,FR,Corporate,Financial,Banking,Banking,SNPR,1000.0,103.003600,3.904713,0.03704,0.000000,4.372,4.189,4.430,4.122,191,104.450,3.854,0.03725,4.401,3.924,4.453,3.840,172,-1.289,-0.839,143,122,140,119,
'8HI4ZGXX',FR001400HAC0,BPCE SA,BPCEGP,3.625,4/17/2026,A1,EUR,FR,Corporate,Financial,Banking,Banking,SENR,1000.0,100.374300,2.604850,0.03568,0.000000,2.105,3.446,2.131,3.417,108,100.825,2.565,0.03556,2.121,3.240,2.144,3.214,98,-0.398,-0.199,63,52,63,52,
'8MJJZ8XX',FR001400I7P8,BPCE SA,BPCEGP,5.750,6/1/2028,BBB2,EUR,FR,Corporate,Financial,Banking,Banking,T2,500.0,104.601200,3.424864,0.01871,0.000000,3.735,4.564,3.804,4.494,240,105.634,3.362,0.01875,3.757,4.312,3.820,4.265,228,-0.890,-0.507,201,187,193,178,
'8P85PYXX',FR001400IJ13,BPCE SA,BPCEGP,4.750,6/14/2033,A3,EUR,FR,Corporate,Financial,Banking,Banking,SNPR,750.0,103.496400,2.660519,0.02759,0.000000,7.352,4.288,7.522,4.355,210,106.326,2.609,0.02810,7.415,3.932,7.576,4.024,185,-2.550,-1.898,173,146,169,140,
'8S40XZXX',FR001400J2V6,BPCE SA,BPCEGP,4.125,7/10/2028,A1,EUR,FR,Corporate,Financial,Banking,Banking,SENR,500.0,102.845400,2.017418,0.01817,0.000000,4.000,3.429,4.046,3.400,137,103.655,1.972,0.01817,4.019,3.239,4.062,3.213,129,-0.724,-0.314,90,79,88,77,
'AO066013',XS1637863629,BP Capital Markets PLC,BPLN,1.077,6/26/2025,A2,EUR,GB,Corporate,Industrials,Energy,Integrated Energy,SENR,428.6,96.413400,0.567926,0.01440,0.000000,1.411,3.618,1.424,3.584,85,96.613,0.556,0.01432,1.424,3.455,1.431,3.422,80,-0.193,-0.099,43,35,46,38,
'AO066184',XS1637863546,BP Capital Markets PLC,BPLN,1.637,6/26/2029,A2,EUR,GB,Corporate,Industrials,Energy,Integrated Energy,SENR,650.0,92.121600,0.863227,0.02094,0.000000,5.060,3.229,5.078,3.196,123,92.769,0.845,0.02093,5.078,3.089,5.088,3.056,119,-0.672,-0.159,67,61,71,64,
'AT343794',XS1851278777,BP Capital Markets PLC,BPLN,1.594,7/3/2028,A2,EUR,GB,Corporate,Industrials,Energy,Integrated Energy,SENR,567.7,93.276000,0.810066,0.01851,0.000000,4.195,3.224,4.237,3.199,118,93.880,0.793,0.01849,4.213,3.069,4.251,3.045,114,-0.619,-0.187,66,59,69,62,
'BH528745',XS2135799679,BP Capital Markets PLC,BPLN,2.519,4/7/2028,A2,EUR,GB,Corporate,Industrials,Energy,Integrated Energy,SENR,1000.0,97.427000,1.878926,0.03441,0.000000,3.887,3.173,3.925,3.148,111,98.094,1.851,0.03438,3.905,3.000,3.940,2.978,104,-0.640,-0.242,62,53,63,54,
'BH528746',XS2135801160,BP Capital Markets PLC,BPLN,2.822,4/7/2032,A2,EUR,GB,Corporate,Industrials,Energy,Integrated Energy,SENR,1250.0,96.185400,2.104934,0.04257,0.000000,7.066,3.358,7.173,3.330,129,97.196,2.074,0.04268,7.093,3.212,7.197,3.187,124,-0.987,-0.337,80,72,83,74,
'BK122273',XS2193661324,BP Capital Markets PLC,BPLN,3.250,6/22/2026,BBB1,EUR,GB,Corporate,Industrials,Energy,Integrated Energy,SUB,2500.0,96.125000,1.749317,0.08478,0.000000,2.256,4.947,2.250,5.012,257,96.500,1.714,0.08446,2.271,4.771,2.253,4.833,249,-0.346,-0.135,256,249,211,203,
'BK123260',XS2193662728,BP Capital Markets PLC,BPLN,3.625,6/22/2029,BBB1,EUR,GB,Corporate,Industrials,Energy,Integrated Energy,SUB,2250.0,92.799330,1.951161,0.07387,0.000000,4.696,5.165,4.619,5.528,315,93.550,1.912,0.07388,4.717,4.994,4.624,5.354,308,-0.745,-0.277,337,330,264,254,
'BM853092',XS2270147924,BP Capital Markets PLC,BPLN,0.933,12/4/2040,A2,EUR,GB,Corporate,Industrials,Energy,Integrated Energy,SENR,750.0,64.984600,0.081574,0.01691,0.000000,14.773,3.771,15.248,3.736,136,66.116,0.071,0.01707,14.818,3.652,15.292,3.620,132,-1.694,-0.467,89,85,115,108,
'EK094637',XS1040506898,BP Capital Markets PLC,BPLN,2.972,2/27/2026,A2,EUR,GB,Corporate,Industrials,Energy,Integrated Energy,SENR,630.5,99.146200,2.540449,0.02221,0.000000,1.991,3.388,2.017,3.360,97,99.250,2.508,0.02207,2.003,3.335,2.029,3.308,102,-0.070,0.116,53,57,53,57,
'EK508181',XS1114473579,BP Capital Markets PLC,BPLN,2.213,9/25/2026,A2,EUR,GB,Corporate,Industrials,Energy,Integrated Energy,SENR,850.0,97.476000,0.616738,0.02889,0.000000,2.574,3.193,2.602,3.168,93,97.788,0.593,0.02876,2.588,3.067,2.614,3.043,90,-0.293,-0.042,48,45,49,45,
'JK286333',XS1375957294,BP Capital Markets PLC,BPLN,1.953,3/3/2025,A2,EUR,GB,Corporate,Industrials,Energy,Integrated Energy,SENR,480.2,98.007200,1.643508,0.01658,0.000000,1.098,3.738,1.116,3.704,76,98.150,1.622,0.01648,1.110,3.592,1.127,3.561,72,-0.122,-0.067,35,28,37,30,
'ZQ578139',XS2081016763,BP Capital Markets PLC,BPLN,1.104,11/15/2034,A2,EUR,GB,Corporate,Industrials,Energy,Integrated Energy,SENR,900.0,77.929600,0.153836,0.02435,0.000000,9.826,3.594,10.051,3.562,138,78.889,0.142,0.02447,9.854,3.468,10.079,3.438,134,-1.199,-0.368,87,81,101,94,
'ZS438792',XS1992931508,BP Capital Markets PLC,BPLN,0.831,11/8/2027,A2,EUR,GB,Corporate,Industrials,Energy,Integrated Energy,SENR,394.9,91.852600,0.131688,0.01259,0.000000,3.675,3.114,3.710,3.090,101,92.396,0.123,0.01257,3.692,2.948,3.724,2.926,95,-0.577,-0.203,52,45,55,47,
'ZS438793',XS1992927902,BP Capital Markets PLC,BPLN,1.231,5/8/2031,A2,EUR,GB,Corporate,Industrials,Energy,Integrated Energy,SENR,1100.0,86.289800,0.813940,0.03320,0.000000,6.745,3.370,6.832,3.342,135,87.244,0.800,0.03331,6.769,3.206,6.852,3.181,128,-1.069,-0.426,78,69,86,75,
'EK750025',XS1190974011,BP Capital Markets PLC,BPLN,1.573,2/16/2027,A2,EUR,GB,Corporate,Industrials,Energy,Integrated Energy,SENR,902.8,94.952000,1.391997,0.03014,0.000000,2.923,3.304,2.957,3.277,108,95.375,1.375,0.03004,2.938,3.149,2.970,3.124,103,-0.420,-0.128,64,58,66,60,
'6PYD8LXX',XS2388557998,BP Capital Markets B.V,BPLN,1.467,9/21/2041,A2,EUR,GB,Corporate,Industrials,Energy,Integrated Energy,SENR,750.0,69.674000,0.424869,0.01822,0.000000,14.571,3.862,15.025,3.826,146,70.775,0.409,0.01836,14.622,3.754,15.076,3.720,143,-1.524,-0.315,101,97,125,119,
'8KOAWCXX',XS2620585658,BP Capital Markets B.V,BPLN,3.773,5/12/2030,A2,EUR,GB,Corporate,Industrials,Energy,Integrated Energy,SENR,750.0,102.564400,2.453481,0.02729,0.000000,5.461,3.316,5.525,3.289,131,103.415,2.412,0.02730,5.483,3.169,5.544,3.145,127,-0.765,-0.225,81,73,80,72,
'8KOAW0XX',XS2620585906,BP Capital Markets B.V,BPLN,4.323,5/12/2035,A2,EUR,GB,Corporate,Industrials,Energy,Integrated Energy,SENR,750.0,104.573600,2.811131,0.02790,0.000000,8.692,3.817,8.895,3.781,159,106.031,2.764,0.02807,8.734,3.663,8.936,3.630,152,-1.296,-0.550,125,116,122,112,
'AT321436',BE0002601798,Bpost SA,BPOST,1.250,7/11/2026,A2,EUR,BE,Corporate,Industrials,Transportation,Trucking & Delivery,SENR,650.0,95.083600,0.607923,0.02155,0.000000,2.396,3.319,2.402,3.287,102,95.340,0.594,0.02145,2.409,3.199,2.408,3.166,101,-0.253,-0.024,54,52,57,54,
'AT635190',XS1851268893,Blackstone Property Partners Europe Holdings S.a r.l,BPPEHX,2.200,7/24/2025,BBB2,EUR,US,Corporate,Industrials,Real Estate,RealEstate Dev & Mgt,SENR,650.0,95.655800,0.991803,0.02177,0.000000,1.452,5.181,1.485,5.115,243,95.657,0.968,0.02160,1.463,5.159,1.495,5.094,251,0.024,0.128,195,202,203,209,
'BM015405',XS2247718435,Blackstone Property Partners Europe Holdings S.a r.l,BPPEHX,1.250,4/26/2027,BBB2,EUR,US,Corporate,Industrials,Real Estate,RealEstate Dev & Mgt,SENR,600.0,87.583700,0.867486,0.01839,0.000000,3.059,5.453,3.124,5.381,322,87.659,0.854,0.01827,3.070,5.411,3.135,5.340,328,-0.070,0.239,257,262,279,284,
'ZR479198',XS2051670300,Blackstone Property Partners Europe Holdings S.a r.l,BPPEHX,1.750,3/12/2029,BBB2,EUR,US,Corporate,Industrials,Real Estate,RealEstate Dev & Mgt,SENR,600.0,84.156000,1.429645,0.01779,0.000000,4.651,5.327,4.747,5.258,328,84.031,1.411,0.01763,4.660,5.351,4.757,5.281,340,0.168,0.651,250,259,277,287,
'68VEOOXX',XS2338355014,Blackstone Property Partners Europe Holdings S.a r.l,BPPEHX,1.000,5/4/2028,BBB2,EUR,US,Corporate,Industrials,Real Estate,RealEstate Dev & Mgt,SENR,550.0,83.748600,0.672131,0.01609,0.000000,4.005,5.299,4.086,5.230,320,83.676,0.661,0.01596,4.015,5.309,4.097,5.241,332,0.100,0.515,245,253,272,281,
'6U389IXX',XS2398746144,Blackstone Property Partners Europe Holdings S.a r.l,BPPEHX,1.625,4/20/2030,BBB2,EUR,US,Corporate,Industrials,Real Estate,RealEstate Dev & Mgt,SENR,500.0,79.877800,1.154372,0.01404,0.000000,5.601,5.493,5.727,5.420,345,79.923,1.137,0.01394,5.613,5.477,5.739,5.404,353,-0.034,0.527,258,263,294,299,
'6U355YXX',XS2398745922,Blackstone Property Partners Europe Holdings S.a r.l,BPPEHX,1.000,10/20/2026,BBB2,EUR,US,Corporate,Industrials,Real Estate,RealEstate Dev & Mgt,SENR,600.0,89.488000,0.210383,0.01865,0.000000,2.623,5.139,2.677,5.075,284,89.549,0.199,0.01852,2.635,5.097,2.688,5.034,290,-0.056,0.204,224,229,241,246,
'7G8EXPXX',XS2471770862,Blackstone Property Partners Europe Holdings S.a r.l,BPPEHX,3.625,10/29/2029,BBB2,EUR,US,Corporate,Industrials,Real Estate,RealEstate Dev & Mgt,SENR,500.0,91.950000,0.673497,0.01605,0.000000,5.023,5.265,5.102,5.191,321,91.637,0.634,0.01587,5.029,5.330,5.113,5.255,338,0.382,0.890,257,269,270,283,
'AN443167',PTBSSLOM0002,Brisa - Concessao Rodoviaria S.A.,BRCORO,2.375,5/10/2027,A3,EUR,PT,Corporate,Industrials,Transportation,Transport Infrastructure/Services,SECR,300.0,96.524200,1.557377,0.01019,0.000000,3.096,3.491,3.132,3.461,130,97.033,1.531,0.01017,3.112,3.321,3.146,3.294,124,-0.490,-0.180,85,78,87,79,
'EK869970',PTBSSIOM0015,Brisa - Concessao Rodoviaria S.A.,BRCORO,1.875,4/30/2025,A3,EUR,PT,Corporate,Industrials,Transportation,Transport Infrastructure/Services,SECR,300.0,97.709600,1.280738,0.01029,0.000000,1.252,3.683,1.272,3.649,82,97.859,1.260,0.01023,1.264,3.549,1.284,3.518,80,-0.130,-0.055,41,35,43,38,
'AO042243',XS1637333748,British Telecommunications PLC,BRITEL,1.500,6/23/2027,BBB2,EUR,GB,Corporate,Industrials,Telecommunications,Telecom - Wireline Integrated & Services,SENR,1150.0,94.065000,0.803279,0.03780,0.000000,3.264,3.341,3.254,3.290,115,94.521,0.787,0.03770,3.280,3.189,3.262,3.137,111,-0.462,-0.139,68,62,72,65,
'AU633817',XS1886403200,British Telecommunications PLC,BRITEL,2.125,9/26/2028,BBB2,EUR,GB,Corporate,Industrials,Telecommunications,Telecom - Wireline Integrated & Services,SENR,500.0,95.113000,0.586407,0.01658,0.000000,4.371,3.256,4.360,3.214,121,95.800,0.563,0.01657,4.390,3.091,4.368,3.047,115,-0.688,-0.245,69,60,71,62,
'JK338066',XS1377679961,British Telecommunications PLC,BRITEL,1.750,3/10/2026,BBB2,EUR,GB,Corporate,Industrials,Telecommunications,Telecom - Wireline Integrated & Services,SENR,1300.0,96.602400,1.439208,0.04416,0.000000,2.055,3.393,2.080,3.365,99,96.927,1.420,0.04398,2.069,3.225,2.092,3.199,93,-0.311,-0.117,54,47,55,48,
'ZR479248',XS2051494222,British Telecommunications PLC,BRITEL,0.500,9/12/2025,BBB2,EUR,GB,Corporate,Industrials,Telecommunications,Telecom - Wireline Integrated & Services,SENR,650.0,95.031110,0.157104,0.02144,0.000000,1.622,3.589,1.647,3.557,96,95.191,0.152,0.02132,1.635,3.466,1.658,3.437,94,-0.162,-0.033,52,49,55,52,
'ZR479249',XS2051494495,British Telecommunications PLC,BRITEL,1.125,9/12/2029,BBB2,EUR,GB,Corporate,Industrials,Telecommunications,Telecom - Wireline Integrated & Services,SENR,750.0,88.691000,0.353484,0.02314,0.000000,5.330,3.341,5.375,3.311,135,89.587,0.341,0.02320,5.352,3.150,5.387,3.122,126,-0.982,-0.442,77,66,83,71,
'7TOD0NXX',XS2496028924,British Telecommunications PLC,BRITEL,3.375,8/30/2032,BBB2,EUR,GB,Corporate,Industrials,Telecommunications,Telecom - Wireline Integrated & Services,SENR,500.0,98.193600,1.180328,0.01722,0.000000,7.284,3.620,7.358,3.572,151,99.927,1.143,0.01738,7.323,3.383,7.385,3.337,137,-1.679,-1.021,104,87,105,88,
'7TO85DXX',XS2496028502,British Telecommunications PLC,BRITEL,2.750,8/30/2027,BBB2,EUR,GB,Corporate,Industrials,Telecommunications,Telecom - Wireline Integrated & Services,SENR,700.0,98.120200,0.961749,0.02403,0.000000,3.379,3.302,3.317,3.232,112,98.747,0.932,0.02400,3.396,3.115,3.320,3.039,103,-0.599,-0.270,66,56,67,57,
'89YJXZXX',XS2582814039,British Telecommunications PLC,BRITEL,3.750,5/13/2031,BBB2,EUR,GB,Corporate,Industrials,Telecommunications,Telecom - Wireline Integrated & Services,SENR,800.0,101.380600,2.428279,0.02877,0.000000,6.018,3.526,6.215,3.474,147,102.635,2.387,0.02890,6.046,3.327,6.236,3.282,137,-1.155,-0.568,98,85,97,84,
'8YVARDXX',XS2675225531,British Telecommunications PLC,BRITEL,4.250,1/6/2033,BBB2,EUR,GB,Corporate,Industrials,Telecommunications,Telecom - Wireline Integrated & Services,SENR,850.0,103.746000,1.408904,0.03097,0.000000,7.317,3.752,7.387,3.694,162,105.300,1.362,0.03119,7.353,3.553,7.415,3.496,151,-1.414,-0.760,119,105,117,103,
'084670CH',XS2133056114,Berkshire Hathaway Inc.,BRK,0.000,3/12/2025,AA3,EUR,US,Corporate,Financial,Financial Services,Investments & Misc Financial Services,SENR,1000.0,96.053000,0.000000,0.03328,0.000000,1.143,3.462,1.161,3.433,51,96.172,0.000,0.03308,1.156,3.323,1.172,3.296,48,-0.124,-0.064,10,4,12,6,
'084670CT',XS2280780771,Berkshire Hathaway Inc.,BRK,0.500,1/15/2041,AA3,EUR,US,Corporate,Financial,Financial Services,Investments & Misc Financial Services,SENR,600.0,61.111600,0.486301,0.01281,0.000000,15.434,3.593,15.938,3.559,117,62.122,0.481,0.01292,15.473,3.486,15.973,3.453,115,-1.606,-0.330,73,70,97,91,
'084670BN',XS1200679071,Berkshire Hathaway Inc.,BRK,1.125,3/16/2027,AA3,EUR,US,Corporate,Financial,Financial Services,Investments & Misc Financial Services,SENR,1250.0,93.748310,0.906762,0.04099,0.000000,3.027,3.215,3.027,3.175,99,94.225,0.894,0.04090,3.043,3.042,3.035,3.002,92,-0.488,-0.190,54,46,57,49,
'084670BV',XS1380334224,Berkshire Hathaway Inc.,BRK,2.150,3/15/2028,AA3,EUR,US,Corporate,Financial,Financial Services,Investments & Misc Financial Services,SENR,750.0,96.589600,1.738798,0.02555,0.000000,3.863,3.027,3.825,2.983,94,97.139,1.715,0.02550,3.880,2.881,3.831,2.835,89,-0.532,-0.147,45,39,46,40,
'084670BP',XS1200679667,Berkshire Hathaway Inc.,BRK,1.625,3/16/2035,AA3,EUR,US,Corporate,Financial,Financial Services,Investments & Misc Financial Services,SENR,1000.0,83.378800,1.309768,0.02934,0.000000,9.731,3.438,9.936,3.406,121,84.361,1.292,0.02946,9.761,3.319,9.965,3.287,117,-1.126,-0.304,75,70,84,78,
'084664DC',XS2456839013,Berkshire Hathaway Finance Corporation,BRK,1.500,3/18/2030,AA3,EUR,US,Corporate,Financial,Financial Services,Investments & Misc Financial Services,SENR,500.0,89.960000,1.200820,0.01579,0.000000,5.685,3.318,5.727,3.287,132,90.696,1.184,0.01580,5.706,3.173,5.741,3.144,128,-0.783,-0.219,75,68,80,73,
'084664DD',XS2456839369,Berkshire Hathaway Finance Corporation,BRK,2.000,3/18/2034,AA3,EUR,US,Corporate,Financial,Financial Services,Investments & Misc Financial Services,SENR,750.0,87.679000,1.601093,0.02320,0.000000,8.787,3.453,8.942,3.418,128,88.794,1.579,0.02331,8.819,3.311,8.970,3.277,122,-1.209,-0.465,81,73,88,79,
